user_id,item_id,recommend,review,fecha_convertida,Unnamed: 0,publisher,genres,app_name,title,url,release_date,tags,reviews_url,discount_price,specs,price,early_access,id,metascore,developer,playtime_forever,sentiment
TurtleHipster,250320.0,True,"Great game, great graphic style, great characters, great story, everything about it is great, as expected from TellTale, and the finale just leave you the needing for more. IÂ´ll anxiously wait for its second season.",2014-07-08,89963,Telltale Games,['Adventure'],The Wolf Among Us,The Wolf Among Us,http://store.steampowered.com/app/250320/The_Wolf_Among_Us/,2013-10-11,"['Adventure', 'Detective', 'Episodic', 'Story Rich', 'Point & Click', 'Noir', 'Mature', 'Comic Book', 'Singleplayer', 'Atmospheric', 'Mystery', 'Choose Your Own Adventure', 'Dark', 'Cinematic', 'Fantasy', 'Quick-Time Events', 'Great Soundtrack', 'Nudity', 'Cartoony', 'Action']",http://steamcommunity.com/app/250320/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Full controller support']",24.99,0.0,250320.0,85.0,Telltale Games,7505,Positive
76561198052998873,250320.0,True,à¹à¸à¸·à¹à¸­à¹à¸£à¸·à¹à¸­à¸à¸¥à¸¶à¸à¸¥à¸±à¸ à¸ªà¸à¸¸à¸à¸¡à¸²à¸ à¹à¸¥à¹à¸à¸à¸à¸à¸à¸à¸¸à¸à¸à¸­à¸ à¸à¸²à¸£à¸±à¸à¸à¸µà¹à¸à¹à¹à¸¥à¸¢à¸§à¹à¸² à¸­à¸¢à¸²à¸à¹à¸¥à¹à¸à¸ à¸²à¸à¸à¹à¸­à¹à¹à¸¥à¹à¸§Mystery story and Incredible fun100% Guarantee want this game have sequel.Highly RecommendGame 10/10,2015-12-08,89963,Telltale Games,['Adventure'],The Wolf Among Us,The Wolf Among Us,http://store.steampowered.com/app/250320/The_Wolf_Among_Us/,2013-10-11,"['Adventure', 'Detective', 'Episodic', 'Story Rich', 'Point & Click', 'Noir', 'Mature', 'Comic Book', 'Singleplayer', 'Atmospheric', 'Mystery', 'Choose Your Own Adventure', 'Dark', 'Cinematic', 'Fantasy', 'Quick-Time Events', 'Great Soundtrack', 'Nudity', 'Cartoony', 'Action']",http://steamcommunity.com/app/250320/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Full controller support']",24.99,0.0,250320.0,85.0,Telltale Games,600,Positive
death-hunter,20920.0,True,"Really Really Really Great Game, very good story, im in chapter 1 atm and i think its great. You get a really early link with characters. No need to play the first game, its nicely wrapped up for you in a five minute video. FYI beware of the sex scenes :P, nudity does happen in the game and it shows you actually having sex, so try not to play with your parents around if your near a point in the story. Also you will need a good rig/comp to play on high. Don't even try running the game on Ultra unless you have mulitiple GPU's (Graphics card) and ram and a good processor. All in all good game :D",2012-07-28,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,582,Positive
FeatInk,20920.0,True,"Best game ive played so far,  full frontal nudity  (hot) and killing monsters with magic and swords. My kind of game.",2014-05-26,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,1436,Positive
76561198092577173,20920.0,True,Good game play good yes,2015-11-22,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,26,Positive
averageperson,20920.0,True,Great game.,2013-01-25,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,857,Positive
TheRongGuy,20920.0,False,Holy â¥â¥â¥â¥ the beggining to this game is the most boring thing I have done voluntarily in my life,2014-06-19,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,501,Negative
76561198089779183,20920.0,True,"The first game in years to make my PC beg for mercy is also one of the finest examples of action Role Playing ever created. From the very start, The Witcher 2 just oozes atmosphere and finally brings back the true RPG experience from yesteryear. Yes, it can be challenging though not on simple 1 dimensional level , challenge comes in many forms not just from combat, you also are submitted to difficult choices and then experience the aftermath of your actions. Don't expect any hand Holding - This is not an interactive movie disguised as an RPG. Ever notice why some of these low ranking reviews only contain press release screenshots? Me too..... 10/10\",2011-06-02,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,2410,Positive
Ebolaassnigga,20920.0,True,WOW WHAT A LOVELY GAME YOU â¥â¥â¥â¥ING WALK AROUND IN CORRIDORS DOING NOTHING â¥â¥â¥â¥ING RIGHT CLICKING  UNTILL â¥â¥â¥â¥ DIES â¥â¥â¥â¥ YOU DEVELOPERS THIS GAME IS ROFL<TARDED 9/11 WOuld RECCOMEND BROUGHT BE BACK TO THE LOEVLY TIMES WHEN MY COUSINS FLEW INTO THE WORLD TRADE CENTERS,2014-11-19,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,7,Positive
nightmaresdawn,20920.0,True,i â¥â¥â¥â¥ing suck at this game,2014-08-31,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,645,Negative
76561198073062456,20920.0,True,"I think that THE WITCHER 2: ASSASSINS OF KINGS is one of the best games out, I personally do not play it because it is to laggy but that just means that the game has AWESOME GRAPHICS. even though you need a good pc to do high, i think it is totally worth it.",2014-07-25,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,1313,Positive
ThisMexicunt,20920.0,True,"I think that THE WITCHER 2: ASSASSINS OF KINGS is one of the best games out, I personally do not play it because it is to laggy but that just means that the game has AWESOME GRAPHICS. even though you need a good pc to do high, i think it is totally worth it.",2014-07-25,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,2231,Positive
StuffsAndStuffs,20920.0,True,"I enjoyed the witcher 2 quite thoroughly. It has an excellent, mature storyline that takes some thought to understand properly, expecially the relationship between the northern kingdoms and it's rulers. The side quests are fairly interesting too, if a bit poorly directed at times and througout the game is an excellent morally grey set of decisions to make. The game looks georgeous on maximum settings and is very well optimised for pc, even though some of the controls are clearly designed with gamepad in mind. The one major gripe i have with the game is the combat system. The potions and oils and other equipment management are well conceived and the basic concepts of the combat also have great potential, however it required more polish. The full combar rebalance mod made by an employee of CD Project RED helped iron out a few issues, however it still suffered from awful hit detection that caused attacts that should have at missed by more than a metre to cause deaths that feel cheap and frankly make the game a frustration. This is not difficult combat like dark souls that punishes the player for their mistakes, its one that punishes the player for not recognising that if you don't roll at least several metres away from an attack, it will somehow hit you magically and kill you. It simply feels like the game is cheating at these points and it is hard to continue playing. When you do get hit, you barely notice, there's no sound of impact, no screen indication, Geralt doesn't even flinch. The health bar just drops with every strike and you end up seeing the same boring death animation over and over again. Its almost like the developers weren't counting on players being hit at all and just said, ""Eh, just lower the health variable if anyhthing touches (or in some cases doesn't) the player"". This is not responsive and it slowly becomes infuriating. Don't misunderstand, the combat has it's moments and can sometimes feel really good, but the simple fact is that the majority of deaths feel cheap, as you feel that it is the games fault, not yours. You simply need to dance around this airy combat to make the most of it. Even so, the game is great. It has so much depth in characters and in customisation that it feels like a living, breathing world. It also has lots of replay value, with 16 different endings based on choices througout the game and branching paths that change the whole quest structure from the first chapter. But is it the rpg of the decade as some people profess, or is it even my game of the year (2011)? The simple answer is no.",2014-12-01,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,1964,Positive
iHasJelly,20920.0,True,"Ok, so I heard that the Witcher 2 was good.. but not this good!!! It converted me back into RPG's and Strong story telling in games! It is now my favourite game of recent memory and I cannot wait for the Witcher 3: Wild Hunt. If you love adult stories and content, set in a fantasy world where every decision you make can change the politcal aspects and your nearest friends allegiances. Then the Witcher 2 is for you!!!",2014-06-12,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,41,Positive
76561198062586581,20920.0,True,you could finish this game or you could just kill yourself,2013-12-09,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,75,Negative
Quazzzz,20920.0,False,ä¸è¡äºâ¦â¦æåå¤äºâ¦â¦è¿æ¸¸æå¤ªæ èäºâ¦â¦æ´ä¸ªæ¸¸æå°±æ¯ä¸ç§ä¸æè§åçç¶æ,2014-03-18,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,32,Neutral
76561198089696343,20920.0,True,à¸ªà¹à¸§à¸à¹à¸«à¸à¹ à¸à¸³à¸­à¸­à¸à¸¡à¸²à¹à¸à¹à¸à¸µ à¸¢à¸à¹à¸­à¹à¸¥à¹à¸­à¸à¹à¸à¹à¸²,2014-11-02,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,7390,Neutral
76561198100374797,20920.0,True,"If you're looking for 15 fps, this is your game. Still pretty fun though and lots of boobs.",2014-06-21,119333,"CD PROJEKT RED, 1C-SoftClub",['RPG'],The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,http://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,2011-05-17,"['RPG', 'Fantasy', 'Mature', 'Choices Matter', 'Story Rich', 'Third Person', 'Singleplayer', 'Dark Fantasy', 'Adventure', 'Nudity', 'Multiple Endings', 'Action', 'Atmospheric', 'Based On A Novel', 'Open World', 'Difficult', 'Dark', 'Medieval', 'Magic', 'Nonlinear']",http://steamcommunity.com/app/20920/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,0.0,20920.0,88.0,CD PROJEKT RED,10390,Positive
DJKamBer,204100.0,True,"Just buy it already. Great Story, Great Multiplayer and good fan service. Just awesome game. Just using shootdodge and bullet time makes you feel like a badass. Also, its better if you get the max payne story recapped or replay the first two but its not necessary.",2012-06-02,89274,Rockstar Games,['Action'],Max Payne 3,Max Payne 3,http://store.steampowered.com/app/204100/Max_Payne_3/,2012-05-31,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,0.0,204100.0,87.0,Rockstar Studios,868,Positive
imsufferingkillme,204100.0,True,The games ok till the last part. Jacks up the difficulty to stupid levels then it goes down hill real quick. Get it on sale.,2014-03-12,89274,Rockstar Games,['Action'],Max Payne 3,Max Payne 3,http://store.steampowered.com/app/204100/Max_Payne_3/,2012-05-31,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,0.0,204100.0,87.0,Rockstar Studios,22043,Positive
76561198083347489,204100.0,True,"The slow-mo in this game is really well done, its story is presented in a really nice way and getting to completely oblidarate with bullets is awesome. My only complaint would be the weird sensitivity. And you're in an area with little/no cover, have fun dying. A lot. I mean like, jump onto the ground repeatedly like an idiot to survive.",2015-05-01,89274,Rockstar Games,['Action'],Max Payne 3,Max Payne 3,http://store.steampowered.com/app/204100/Max_Payne_3/,2012-05-31,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,0.0,204100.0,87.0,Rockstar Studios,2,Negative
Dozza_The_Wozza,204100.0,False,Jogo lixo esperei um tempao pra baixar 27.0 Gb e quando termina nao da pra jogar tenho que baixar de novo,2015-08-10,89274,Rockstar Games,['Action'],Max Payne 3,Max Payne 3,http://store.steampowered.com/app/204100/Max_Payne_3/,2012-05-31,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,0.0,204100.0,87.0,Rockstar Studios,235,Neutral
76561198025788203,204100.0,True,à¸¡à¸±à¸à¸ªà¹,2014-01-29,89274,Rockstar Games,['Action'],Max Payne 3,Max Payne 3,http://store.steampowered.com/app/204100/Max_Payne_3/,2012-05-31,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,0.0,204100.0,87.0,Rockstar Studios,0,Neutral
76561198075252558,204100.0,True,Great fun game,2014-07-15,89274,Rockstar Games,['Action'],Max Payne 3,Max Payne 3,http://store.steampowered.com/app/204100/Max_Payne_3/,2012-05-31,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,0.0,204100.0,87.0,Rockstar Studios,15417,Positive
76561198070702618,204100.0,True,"Not a bad game. I had quite a lot of fun with this one. I have never played any of the other Max Paynes (but that is likely to change after beating this awesome game) so I don't know how it compares to the other ones. I really think the bullet time and slow motion sequences are extremely unique and fun. Even though it's a great game, it still has its flaws. The first thing I have to say is; when you first open the game, you have to sign into the Social Club and all this other annoying rubbish. I already had a SC account but it wouldn't work on the game for some reason so I had to go through the trouble of making another account and linking it with the game etc. So in other words...IT'S A REEEEAL PAIN! The game is a bit choppy and has a quite a few glitches which occur here and there. A lot of the times, I found myself having to restart the game because of these glitches. It also tends to freeze sometimes during the cutscenes which really annoys me. In conclusion, it's a great, action packed game with loads of fun and I definitely recommend it. I give it an 8.5/10.",2014-10-29,89274,Rockstar Games,['Action'],Max Payne 3,Max Payne 3,http://store.steampowered.com/app/204100/Max_Payne_3/,2012-05-31,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,0.0,204100.0,87.0,Rockstar Studios,50703,Negative
76561198108005377,204100.0,True,"This game made me internally monologue for weeks on end, forcing me to seek out professional psychological help.Play at your own risk.",2015-01-03,89274,Rockstar Games,['Action'],Max Payne 3,Max Payne 3,http://store.steampowered.com/app/204100/Max_Payne_3/,2012-05-31,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,0.0,204100.0,87.0,Rockstar Studios,8946,Positive
